,price,propertyType,exterior,rooms,bathrooms,municipality,status,floor,hasLift,size_MinMax,distance_MinMax,outliers_ifo_0.01_100,outliers_ifo_0.01_400,outliers_ifo_0.01_1000,outliers_ifo_0.01_2000,outliers_ifo_0.05_100,outliers_ifo_0.05_400,outliers_ifo_0.05_1000,outliers_ifo_0.05_2000,outliers_ifo_0.1_100,outliers_ifo_0.1_400,outliers_ifo_0.1_1000,outliers_ifo_0.1_2000
110,680.0,flat,True,2,1,Torrejón de Ardoz,good,3,False,0.3829787234042553,0.3388403382199138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
111,710.0,flat,True,3,1,Parla,good,4,False,0.6170212765957447,0.3799478843528974,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
112,720.0,flat,True,2,1,Madrid,good,1,False,0.2872340425531915,0.1224008650488362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
113,750.0,studio,True,0,1,Madrid,good,desconocido,True,0.2446808510638297,0.0912732880718983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
114,695.0,studio,True,0,1,Madrid,good,desconocido,True,0.2127659574468085,0.2161381241912325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
115,630.0,flat,True,1,2,El Álamo,desconocido,desconocido,desconocido,0.3617021276595744,0.5716590147661,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
116,750.0,flat,True,3,1,Algete,good,desconocido,True,0.7446808510638298,0.4647510325634162,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
117,730.0,flat,True,1,1,Madrid,good,2,True,0.3191489361702128,0.1512771878822257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
118,600.0,flat,True,3,1,Valdemoro,good,desconocido,True,0.7446808510638298,0.4431425380674667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
119,650.0,studio,True,0,1,Madrid,good,bj,True,0.2659574468085106,0.0970166450995338,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
120,750.0,flat,False,1,1,Madrid,good,bj,True,0.1914893617021276,0.0050874798362079,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
121,730.0,flat,True,1,1,Rivas-Vaciamadrid,good,desconocido,True,0.3191489361702128,0.28764646446741,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
122,735.0,studio,True,0,1,Madrid,good,2,True,0.1063829787234042,0.1950791484232358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
123,610.0,flat,False,1,1,Pinto,good,bj,True,0.5531914893617021,0.3432010352223778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
124,580.0,chalet,False,3,2,Los Santos de la Humosa,good,desconocido,desconocido,0.3617021276595744,0.6890255792104657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
125,725.0,flat,True,1,1,Villanueva del Pardillo,good,en,False,0.3191489361702128,0.4184141953095918,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
126,750.0,flat,True,1,1,Madrid,good,1,False,0.2978723404255319,0.0868948646588552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
127,750.0,flat,True,3,1,Alcalá de Henares,good,2,False,0.5319148936170213,0.5225214046407743,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
128,750.0,flat,True,1,1,Madrid,good,7,True,0.3085106382978724,0.146810132416287,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
129,730.0,flat,True,3,1,Parla,good,3,False,0.4255319148936171,0.3680889156754648,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
130,560.0,flat,False,1,1,Madrid,good,bj,False,0.8724271670624579,0.6734192777941136,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
131,700.0,studio,True,0,1,Madrid,desconocido,desconocido,desconocido,0.0319148936170212,0.0192863347100845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
132,750.0,flat,True,3,1,San Fernando de Henares,good,2,True,0.6382978723404256,0.2624926878556361,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
133,730.0,flat,True,3,1,Pinto,good,3,False,0.5319148936170213,0.3296757839505078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
134,730.0,flat,True,2,1,Madrid,good,4,False,0.3404255319148936,0.1532270930459291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
135,740.0,flat,True,2,1,Madrid,good,3,False,0.4680851063829787,0.1450374913583748,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
136,720.0,flat,True,2,1,Madrid,good,2,False,0.4787234042553191,0.1298991367238048,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
137,720.0,flat,True,2,1,Torrejón de Ardoz,good,2,False,0.4574468085106383,0.3465158740006736,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
138,740.0,flat,True,2,1,Madrid,good,1,True,0.3617021276595744,0.1143885274670731,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
139,720.0,flat,True,2,1,Getafe,good,3,False,0.3404255319148936,0.2217928491659724,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
140,730.0,flat,True,2,1,Madrid,good,3,False,0.2659574468085106,0.0744863772534699,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
141,600.0,duplex,False,1,1,Madrid,desconocido,desconocido,desconocido,0.6382978723404256,0.1247939304770177,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0
142,600.0,duplex,False,1,1,Madrid,desconocido,desconocido,desconocido,0.6382978723404256,0.1233403648095297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0
143,725.0,duplex,True,2,1,Cobeña,good,1,False,0.5425531914893618,0.4072642830553241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
144,675.0,flat,True,3,1,Aldea del Fresno,good,2,False,0.5957446808510638,0.7675890308971337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
145,750.0,flat,True,1,1,San Sebastián de los Reyes,good,3,True,0.3617021276595744,0.2774360519738358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
146,750.0,duplex,True,2,2,Collado Villalba,good,1,False,0.6276595744680851,0.6118093347278111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
147,700.0,flat,True,1,1,Madrid,good,2,True,0.3617021276595744,0.0562104479463953,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
148,750.0,flat,True,2,1,Madrid,good,3,False,0.3617021276595744,0.1442752557034726,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
149,730.0,flat,True,2,1,Madrid,good,3,False,0.2978723404255319,0.1207877616861361,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
150,650.0,flat,True,2,1,Alcalá de Henares,good,4,False,0.4361702127659574,0.5038200414798009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
151,730.0,flat,True,2,1,Madrid,good,1,False,0.4574468085106383,0.1366706255650293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
152,720.0,flat,True,2,1,Madrid,good,2,False,0.3191489361702128,0.1215677237516175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
153,720.0,flat,True,2,1,Madrid,good,1,False,0.3297872340425531,0.1203623278322372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
154,750.0,flat,True,2,1,Madrid,good,1,False,0.2872340425531915,0.0771985180720755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
155,730.0,flat,True,2,1,Madrid,good,3,False,0.3191489361702128,0.1281264956658926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
156,730.0,flat,True,2,1,Madrid,good,2,False,0.2127659574468085,0.0712247177069115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
157,670.0,flat,True,2,1,Valdemoro,good,1,True,0.5,0.4416889723999787,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
158,740.0,flat,True,2,1,Madrid,good,3,False,0.3404255319148936,0.082941875099711,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
159,720.0,flat,True,2,1,Alcalá de Henares,good,1,True,0.5212765957446809,0.5123109921472002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
160,750.0,flat,True,2,1,Madrid,good,4,False,0.4148936170212766,0.1456579157286441,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
161,740.0,flat,True,2,1,Madrid,good,3,False,0.2659574468085106,0.1336039565348412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
162,740.0,flat,True,2,1,Madrid,good,1,True,0.4255319148936171,0.1149912254267633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
163,730.0,studio,False,0,1,Madrid,good,desconocido,True,0.2659574468085106,0.0118944214985907,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
164,620.0,flat,True,3,1,Parla,good,desconocido,True,0.5851063829787234,0.3697906510910606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
165,695.0,flat,True,2,1,Fuenlabrada,good,desconocido,False,0.5,0.2823462677042526,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
166,650.0,flat,True,3,1,Navalcarnero,good,desconocido,True,0.797872340425532,0.5264921206104977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
167,675.0,flat,True,2,1,Alcalá de Henares,good,desconocido,True,0.5106382978723404,0.536720259514651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
168,695.0,flat,True,2,1,Madrid,good,desconocido,False,0.4787234042553191,0.1471469342172903,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
169,750.0,flat,True,2,2,Parla,good,6,True,0.9680851063829786,0.3616187758140854,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
170,675.0,flat,False,1,1,Madrid,desconocido,desconocido,desconocido,0.1595744680851063,0.0147661000124084,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
171,730.0,flat,False,3,1,Parla,good,3,False,0.4255319148936171,0.3646854448442734,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
172,690.0,flat,True,2,1,Parla,good,desconocido,True,0.6914893617021277,0.3655363125520713,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
173,750.0,flat,False,1,1,Madrid,good,bj,False,0.2659574468085106,0.0869657703011717,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
174,600.0,studio,True,0,1,Madrid,good,1,True,0.1276595744680851,0.1088756137769663,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
175,723.0,studio,True,0,1,Rivas-Vaciamadrid,newdevelopment,desconocido,True,0.0531914893617021,0.2941166043287894,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
176,725.0,flat,True,1,1,Madrid,good,1,True,0.3191489361702128,0.1829365571765373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
177,750.0,flat,True,3,1,Getafe,desconocido,desconocido,desconocido,0.5,0.2033928349848439,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
178,600.0,flat,True,2,1,Mataelpino,desconocido,desconocido,desconocido,0.2659574468085106,0.7235920798397533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
179,750.0,flat,True,3,1,San Fernando de Henares,good,2,False,0.5319148936170213,0.2563061705635225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
180,720.0,flat,True,1,1,Madrid,good,bj,False,0.3617021276595744,0.0551823161328062,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
181,720.0,flat,False,3,1,Madrid,good,3,False,0.3085106382978724,0.1458529062450144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
182,740.0,flat,True,3,1,Madrid,good,1,True,0.4787234042553191,0.1464201513835463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
183,720.0,flat,False,2,1,Madrid,good,4,False,0.3829787234042553,0.1153634800489249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
184,650.0,flat,False,1,1,Madrid,good,3,False,0.1170212765957446,0.0181518444330207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
185,650.0,flat,True,2,1,Aranjuez,good,3,False,0.8085106382978723,0.7758849910481628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
186,690.0,flat,True,2,1,Alcalá de Henares,good,bj,False,0.4680851063829787,0.539786928544839,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
187,750.0,studio,True,0,1,Madrid,good,5,True,0.0531914893617021,0.0530728732738907,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
188,725.0,flat,True,1,1,Madrid,good,2,True,0.2659574468085106,0.1830251892294329,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
189,620.0,flat,False,1,1,Pinto,good,bj,True,0.6914893617021277,0.3471540247815219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
190,590.0,flat,True,1,1,Los Molinos,good,bj,False,0.3404255319148936,0.7860422243099996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
191,750.0,penthouse,True,0,1,Tres Cantos,good,1,True,0.6382978723404256,0.365784482300179,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
192,720.0,studio,True,0,1,Madrid,good,2,True,0.1702127659574468,0.1026713700742736,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
193,700.0,flat,True,2,1,San Lorenzo de el Escorial,good,3,False,0.6595744680851063,0.7494726392852712,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
194,692.0,flat,True,2,2,Torrejón de Ardoz,newdevelopment,desconocido,True,0.6702127659574468,0.3564958431567191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
195,670.0,flat,True,2,2,Torrejón de Ardoz,newdevelopment,desconocido,True,0.6276595744680851,0.3564958431567191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
196,609.0,flat,True,1,1,Alcalá de Henares,newdevelopment,bj,True,0.3829787234042553,0.5318454966053925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
197,718.0,flat,True,2,2,Torrejón de Ardoz,newdevelopment,desconocido,True,0.7021276595744681,0.3564958431567191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
198,694.0,flat,True,2,2,Torrejón de Ardoz,newdevelopment,desconocido,True,0.648936170212766,0.3564958431567191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
199,658.0,flat,True,2,2,Torrejón de Ardoz,newdevelopment,desconocido,True,0.6170212765957447,0.3564958431567191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
200,750.0,flat,False,2,1,Madrid,good,2,True,0.1702127659574468,0.0609256731604417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
201,723.0,flat,True,2,2,Torrejón de Ardoz,newdevelopment,desconocido,True,0.723404255319149,0.3564958431567191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
202,728.0,flat,True,2,2,Torrejón de Ardoz,newdevelopment,desconocido,True,0.7553191489361702,0.3564958431567191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
203,650.0,studio,True,0,1,Madrid,good,bj,False,0.0851063829787233,0.0839700069133001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
204,750.0,flat,False,2,1,Alcalá de Henares,good,1,False,0.4255319148936171,0.5225745838725118,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
205,735.0,flat,True,3,1,Parla,good,4,False,0.4255319148936171,0.3669898782195593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
206,699.0,penthouse,True,2,1,Colmenar Viejo,good,2,False,0.6170212765957447,0.4874940173364295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
207,725.0,flat,True,3,1,Móstoles,good,4,False,0.5,0.3014907911297041,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
208,740.0,flat,True,3,2,Alcalá de Henares,good,bj,True,0.6063829787234043,0.499920231152394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
209,720.0,flat,True,1,1,Collado Villalba,good,2,True,0.5638297872340425,0.6129438250048749,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
210,750.0,flat,True,3,1,Getafe,good,en,True,0.6276595744680851,0.2046514101359615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
211,710.0,flat,True,3,1,Parla,good,4,False,0.4893617021276596,0.361707407866981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
212,725.0,flat,True,2,1,Madrid,good,3,False,0.4468085106382978,0.1341002960310567,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
213,750.0,flat,False,1,1,Madrid,good,bj,False,0.276595744680851,0.0974420789534327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
214,750.0,flat,True,2,1,Madrid,good,1,True,0.4361702127659574,0.0527892507046248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
215,720.0,flat,False,2,1,Parla,good,desconocido,True,0.9574468085106383,0.376402602237073,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
216,720.0,flat,False,2,1,Madrid,good,bj,False,0.2978723404255319,0.0597025508304823,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
217,700.0,flat,False,2,1,Madrid,good,4,False,0.3936170212765957,0.1458351798344353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
218,750.0,duplex,True,2,2,Cobeña,good,1,False,0.5851063829787234,0.4253097690248701,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
219,610.0,studio,False,0,1,Madrid,good,3,True,0.0638297872340425,0.0914682785882686,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
220,740.0,flat,False,2,1,Móstoles,good,4,False,0.3404255319148936,0.3074114122631308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
221,715.0,flat,True,2,1,Colmenar Viejo,good,bj,True,0.4468085106382978,0.4675340790243383,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
